otu	sim	del	ins	mis	len	score	hit
2871	denovo4600	98.23	1	3	1	283	1343.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2872	denovo4752	98.23	1	3	1	283	1343.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2873	denovo4772	98.23	1	3	1	283	1343.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2874	denovo4889	98.23	1	3	1	283	1343.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
2875	denovo5005	98.23	1	3	1	283	1343.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2876	denovo5181	98.23	1	3	1	283	1343.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
2877	denovo5211	98.23	1	3	1	283	1343.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
2878	denovo5222	98.23	1	3	1	283	1343.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2879	denovo5294	98.23	1	3	1	283	1343.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
2880	denovo6191	98.23	1	3	1	283	1343.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
2881	denovo6447	98.23	1	3	1	283	1343.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2882	denovo6576	98.23	1	3	1	283	1343.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2883	denovo6964	98.23	1	3	1	283	1343.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2884	denovo7055	98.23	1	3	1	283	1343.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2885	denovo7093	98.23	1	3	1	283	1343.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2886	denovo7101	98.23	1	3	1	283	1343.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2887	denovo7772	98.23	1	3	1	283	1343.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2888	denovo8104	98.23	1	3	1	283	1343.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2889	denovo8368	98.23	1	3	1	283	1343.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
2890	denovo8925	98.23	1	3	1	283	1343.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
2891	denovo8931	98.23	1	3	1	283	1343.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
2892	denovo8986	98.23	1	3	1	283	1343.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2893	denovo96	98.23	1	3	1	283	1343.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2894	denovo9692	98.23	1	3	1	283	1343.5	C3_AB778606
2895	denovo9725	98.23	1	3	1	283	1343.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2896	denovo9779	98.23	1	3	1	283	1343.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2897	denovo12829	97.53	1	1	5	283	1343.5	C3k_AY589737
2898	denovo3726	98.24	0	4	1	284	1343.5	C15.23_KC597697
2899	denovo6635	98.24	0	4	1	284	1343.5	C15.23_KC597697
2900	denovo6703	98.24	0	4	1	284	1343.5	C15.23_KC597697
2901	denovo8703	98.24	0	4	1	284	1343.5	C15.23_KC597697
2902	denovo5041	98.92	0	1	2	279	1344	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2903	denovo12550	98.58	0	3	1	281	1344	C3.9_FJ461504
2904	denovo14437	98.58	0	3	1	281	1344	C3.9_FJ461504
2905	denovo7948	98.58	0	3	1	281	1344	C3.9_FJ461504
2906	denovo10435	98.23	0	4	1	283	1344	C1d_AY258488
2907	denovo13059	98.23	0	4	1	283	1344	C15_AY239369
2908	denovo13060	98.23	0	4	1	283	1344	C1d_AY258488
2909	denovo16039	98.23	0	4	1	283	1344	C1232_EU118163;C3k_AY589737
2910	denovo7359	98.23	0	4	1	283	1344	C15.1_FJ461508
2911	denovo8527	98.23	0	4	1	283	1344	C15_AY239369
2912	denovo8741	98.23	0	4	1	283	1344	C15_AY239369
2913	denovo14909	97.53	5	0	2	283	1344	C15_AY239369
2914	denovo11896	97.53	1	1	5	283	1344	C3k_AY589737
2915	denovo13004	97.53	1	1	5	283	1344	C3k_AY589737
2916	denovo4927	97.53	1	1	5	283	1344	C3k_AY589737
2917	denovo16372	97.89	2	2	2	284	1344	C15.23_KC597697
2918	denovo16598	98.57	1	1	2	280	1344.5	C15a_AY258476
2919	denovo10390	97.88	3	1	2	283	1344.5	C1002_DQ838544
2920	denovo12386	97.88	3	1	2	283	1344.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2921	denovo14101	97.88	3	1	2	283	1344.5	C3k_AY589737
2922	denovo5514	97.88	3	1	2	283	1344.5	C3k_AY589737
2923	denovo6430	97.88	3	1	2	283	1344.5	C3k_AY589737
2924	denovo6956	97.88	3	1	2	283	1344.5	C3k_AY589737
2925	denovo4712	97.88	2	2	2	283	1344.5	C15_AY239369
2926	denovo11156	97.89	2	2	2	284	1344.5	C15.23_KC597697
2927	denovo14	97.89	2	2	2	284	1344.5	C15.23_KC597697
2928	denovo12209	97.88	2	2	2	283	1345	C15_AY239369
2929	denovo13239	97.88	2	2	2	283	1345	C1060_DQ480600
2930	denovo14202	97.88	2	2	2	283	1345	C3a_AF499790
2931	denovo14443	97.88	2	2	2	283	1345	C15_AY239369
2932	denovo14841	97.88	2	2	2	283	1345	C3k_AY589737
2933	denovo17212	97.88	2	2	2	283	1345	C15.6_FN563472;C15.22_KC597695
2934	denovo7164	97.88	2	2	2	283	1345	C15a_AY258476;C15.9_FN563475;C15_AY239369;C15.22_KC597695
2935	denovo10023	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2936	denovo1020	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2937	denovo10325	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2938	denovo105	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2939	denovo10582	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2940	denovo10587	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2941	denovo10616	98.23	0	3	2	283	1345	C15.9_FN563475
2942	denovo10770	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2943	denovo10779	98.23	0	3	2	283	1345	C3k_AY589737
2944	denovo10915	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2945	denovo10929	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2946	denovo10984	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2947	denovo11076	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2948	denovo11203	98.23	0	3	2	283	1345	C15.24_KC597696;C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2949	denovo11332	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2950	denovo11492	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2951	denovo11684	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2952	denovo11702	98.23	0	3	2	283	1345	C3k_AY589737
2953	denovo11707	98.23	0	3	2	283	1345	C15.22_KC597695
2954	denovo118	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2955	denovo11806	98.23	0	3	2	283	1345	C15c_AY258492;C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2956	denovo11807	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2957	denovo11881	98.23	0	3	2	283	1345	C15.24_KC597696
2958	denovo11898	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2959	denovo11902	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2960	denovo11932	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2961	denovo11978	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2962	denovo11993	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2963	denovo12014	98.23	0	3	2	283	1345	C1232_EU118163;C3k_AY589737
2964	denovo12018	98.23	0	3	2	283	1345	C60_AY589764
2965	denovo12125	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2966	denovo12130	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2967	denovo12256	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2968	denovo12376	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2969	denovo12483	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2970	denovo12618	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2971	denovo12699	98.23	0	3	2	283	1345	C3k_AY589737
2972	denovo12701	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2973	denovo12739	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2974	denovo12792	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2975	denovo12811	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2976	denovo12902	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2977	denovo13067	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2978	denovo13080	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2979	denovo13208	98.23	0	3	2	283	1345	C3_AB778606;C1f_AY258490
2980	denovo13283	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2981	denovo13295	98.23	0	3	2	283	1345	C3_AB778606;C50_AY589755;C1232_EU118163;C1060_DQ480600;C1085_AY624605
2982	denovo1340	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2983	denovo13418	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2984	denovo13516	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2985	denovo13562	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2986	denovo13762	98.23	0	3	2	283	1345	C15.24_KC597696;C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2987	denovo1400	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2988	denovo14038	98.23	0	3	2	283	1345	C15_AY239369;C15.22_KC597695
2989	denovo14105	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2990	denovo14407	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2991	denovo14418	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2992	denovo1463	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2993	denovo14643	98.23	0	3	2	283	1345	C1233_EU118166;C15.27_KC597689;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2994	denovo14912	98.23	0	3	2	283	1345	C15.22_KC597695
2995	denovo14914	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2996	denovo15059	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2997	denovo15183	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2998	denovo15270	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
2999	denovo15286	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3000	denovo15441	98.23	0	3	2	283	1345	C3k_AY589737
3001	denovo15500	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3002	denovo1551	98.23	0	3	2	283	1345	C3k_AY589737
3003	denovo1555	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3004	denovo15558	98.23	0	3	2	283	1345	C15.5_FJ461512;C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3005	denovo15965	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3006	denovo16165	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3007	denovo16257	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3008	denovo16261	98.23	0	3	2	283	1345	C15.22_KC597695
3009	denovo16516	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3010	denovo16719	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3011	denovo1679	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3012	denovo16936	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3013	denovo16997	98.23	0	3	2	283	1345	C15.22_KC597695
3014	denovo17077	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3015	denovo17091	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3016	denovo17251	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3017	denovo17357	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3018	denovo17373	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3019	denovo17456	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3020	denovo17467	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3021	denovo1799	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3022	denovo181	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3023	denovo1879	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3024	denovo1906	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3025	denovo2039	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3026	denovo2042	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3027	denovo2050	98.23	0	3	2	283	1345	C15.22_KC597695
3028	denovo2135	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3029	denovo216	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3030	denovo2160	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3031	denovo2188	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3032	denovo2268	98.23	0	3	2	283	1345	C3k_AY589737
3033	denovo2316	98.23	0	3	2	283	1345	C15_AY239369;C15.22_KC597695
3034	denovo240	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3035	denovo2577	98.23	0	3	2	283	1345	C3k_AY589737
3036	denovo2582	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3037	denovo2655	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3038	denovo2704	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3039	denovo2771	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3040	denovo2861	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3041	denovo2915	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3042	denovo2992	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3043	denovo3019	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3044	denovo3125	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3045	denovo3177	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3046	denovo3181	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3047	denovo3259	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3048	denovo3291	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3049	denovo3309	98.23	0	3	2	283	1345	C3k_AY589737
3050	denovo3325	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3051	denovo3348	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3052	denovo3401	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3053	denovo3414	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3054	denovo3674	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3055	denovo3922	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3056	denovo3958	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3057	denovo4025	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3058	denovo4053	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3059	denovo4128	98.23	0	3	2	283	1345	C3k_AY589737
3060	denovo420	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3061	denovo4254	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3062	denovo426	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3063	denovo4287	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3064	denovo4334	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3065	denovo4392	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3066	denovo451	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3067	denovo4625	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3068	denovo4655	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3069	denovo4773	98.23	0	3	2	283	1345	C15_AY239369;C15.22_KC597695
3070	denovo489	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3071	denovo509	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3072	denovo511	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3073	denovo5280	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3074	denovo5341	98.23	0	3	2	283	1345	C1232_EU118163;C3k_AY589737
3075	denovo5359	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3076	denovo5609	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3077	denovo571	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3078	denovo5779	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3079	denovo5841	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3080	denovo5858	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3081	denovo5884	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3082	denovo6013	98.23	0	3	2	283	1345	C3k_AY589737
3083	denovo6092	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3084	denovo6157	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3085	denovo6335	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3086	denovo6388	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3087	denovo6521	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3088	denovo6542	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3089	denovo6574	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3090	denovo6586	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3091	denovo6802	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3092	denovo6947	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3093	denovo6999	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3094	denovo7146	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3095	denovo7216	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3096	denovo726	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3097	denovo7316	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3098	denovo7399	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3099	denovo74	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3100	denovo7513	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3101	denovo7557	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3102	denovo7696	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3103	denovo7763	98.23	0	3	2	283	1345	C3k_AY589737
3104	denovo7818	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3105	denovo7951	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3106	denovo80	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3107	denovo8089	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3108	denovo8100	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3109	denovo8117	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3110	denovo8152	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3111	denovo8189	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3112	denovo8242	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3113	denovo8405	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3114	denovo8468	98.23	0	3	2	283	1345	C3k_AY589737
3115	denovo8542	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3116	denovo8568	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3117	denovo8674	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3118	denovo8715	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3119	denovo8770	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3120	denovo8805	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
3121	denovo8836	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
