otu	sim	del	ins	mis	len	score	hit
746	denovo605	98.55	1	2	1	276	1324	C21/3d/C3k_AY239372
747	denovo75	98.55	1	2	1	276	1324	C21/3d/C3k_AY239372
748	denovo476	97.17	4	2	2	283	1324	C3_AB778606;C7_AF499797;C1002_DQ838544
749	denovo813	97.17	4	2	2	283	1324	C15a_AY258476
750	denovo499	97.86	1	1	4	281	1326.5	C3_AB778606
751	denovo230	97.17	2	2	4	283	1327	C15.6_FN563472;C15.22_KC597695
752	denovo242	98.55	2	2	0	276	1328	C21.12_FJ461514
753	denovo728	97.54	2	4	1	284	1328	C15.23_KC597697
754	denovo694	97.17	1	2	5	283	1328.5	C3k_AY589737
755	denovo796	97.17	1	2	5	283	1328.5	C3k_AY589737
756	denovo19	98.55	2	1	1	276	1329	C21.12_FJ461514
757	denovo433	97.53	2	3	2	283	1329	C15_AY239369;C15.22_KC597695
758	denovo706	97.53	2	3	2	283	1329.5	C3k_AY589737
759	denovo110	97.17	8	0	0	283	1330.5	C1d_AY258488
760	denovo366	97.17	4	1	3	283	1330.5	C3k_AY589737
761	denovo506	97.88	0	3	3	283	1330.5	C3k_AY589737
762	denovo106	98.41	1	2	2	314	1330.5	C49_AY589754
763	denovo617	97.87	0	3	3	282	1331	C3b_AF499791
764	denovo523	97.53	5	2	0	283	1331.5	C15.6_FN563472;C15.22_KC597695
765	denovo203	97.17	3	1	4	283	1331.5	C3_AB778606
766	denovo874	98.55	0	1	3	276	1332	C21/3d/C3k_AY239372
767	denovo8	98.56	2	0	2	277	1332	C1232_EU118163
768	denovo764	98.21	3	1	1	280	1332	C15.23_KC597697
769	denovo604	97.53	1	2	4	283	1332	C3k_AY589737
770	denovo290	97.54	0	3	4	284	1332	C15.23_KC597697
771	denovo276	97.53	5	1	1	283	1332.5	C15.9_FN563475
772	denovo183	97.89	1	4	1	284	1333	C1054_AY186565
773	denovo246	97.87	2	3	1	282	1333.5	C3.2_FJ461497
774	denovo81	97.53	0	2	5	283	1333.5	C3_AB778606
775	denovo682	97.17	6	0	2	283	1334	C1232_EU118163
776	denovo56	97.54	3	2	2	284	1334	C15.23_KC597697
777	denovo26	97.88	1	3	2	283	1334.5	C3k_AY589737
778	denovo894	97.17	5	0	3	283	1335.5	C3k_AY589737
779	denovo849	97.54	2	2	3	284	1335.5	C15.23_KC597697
780	denovo294	97.87	2	1	3	282	1336	C15_AY239369;C15.22_KC597695
781	denovo121	97.88	0	3	3	283	1336	C3k_AY589737
782	denovo838	97.88	0	3	3	283	1336	C3k_AY589737
783	denovo900	97.88	0	3	3	283	1336	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
784	denovo35	97.53	2	1	4	283	1336.5	C3.11_FJ461506
785	denovo560	97.87	4	2	0	282	1337	C1b/C1e_AY239363
786	denovo742	97.53	1	2	4	283	1337.5	C3k_AY589737
787	denovo659	98.92	0	1	2	278	1338	C15.23_KC597697
788	denovo520	98.23	0	4	1	283	1338.5	C3_AB778606
789	denovo615	98.23	0	4	1	283	1338.5	C1_JN558041;C1p_GU907652;C1207_EU074964;C1.5_EF634157
790	denovo504	97.53	1	1	5	283	1338.5	C15.22_KC597695
791	denovo537	97.53	1	1	5	283	1338.5	C3k_AY589737
792	denovo208	99.63	0	1	0	271	1339.5	D1_AF334660
793	denovo826	99.63	0	1	0	271	1339.5	D1_AF334660
794	denovo850	99.63	0	1	0	271	1339.5	D1.11_HE579040
795	denovo241	97.53	4	1	2	283	1339.5	C3k_AY589737
796	denovo725	97.89	0	4	2	284	1340	C15.23_KC597697
797	denovo3	97.53	3	1	3	283	1341	C15_AY239369
798	denovo646	97.54	2	2	3	284	1341	C15.23_KC597697
799	denovo297	98.23	1	2	2	283	1342.5	C3k_AY589737
800	denovo201	97.53	2	1	4	283	1342.5	C3k_AY589737
801	denovo361	97.88	0	2	4	283	1342.5	C3k_AY589737
802	denovo40	98.21	0	1	4	280	1343	C31_AY258496;C31a_AY589746
803	denovo853	97.53	6	0	1	283	1343	C15_AY239369
804	denovo272	97.89	3	2	1	284	1343	C15.23_KC597697
805	denovo147	98.24	0	4	1	284	1343.5	C15.23_KC597697
806	denovo907	98.23	0	4	1	283	1344	C1d_AY258488
807	denovo182	97.89	2	2	2	284	1344.5	C15.23_KC597697
808	denovo697	97.88	2	2	2	283	1345	C3k_AY589737
809	denovo809	97.88	2	2	2	283	1345	C15_AY239369;C15.22_KC597695
810	denovo500	98.23	0	3	2	283	1345	C15.24_KC597696;C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
811	denovo652	98.23	0	3	2	283	1345	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
812	denovo465	97.88	2	1	3	283	1346	C3k_AY589737
813	denovo787	97.89	1	2	3	284	1346	C15.23_KC597697
814	denovo286	97.88	1	2	3	283	1346.5	C3_AB778606
815	denovo660	97.88	5	1	0	283	1347	C15_AY239369
816	denovo490	98.23	2	3	0	283	1347.5	C15a_AY258476;C15_AY239369
817	denovo53	97.88	0	2	4	283	1348	C60_AY589764
818	denovo540	97.88	0	2	4	283	1348	C3_AB778606
819	denovo33	97.88	0	1	5	283	1349	C3k_AY589737
820	denovo532	97.88	0	1	5	283	1349	C3k_AY589737
821	denovo808	97.89	3	1	2	284	1349	C15.23_KC597697
822	denovo857	97.87	0	1	5	282	1349.5	C3b_AF499791
823	denovo831	98.23	1	2	2	282	1350.5	C3b_AF499791
824	denovo368	98.23	0	3	2	283	1350.5	C3k_AY589737
825	denovo730	98.23	0	3	2	283	1350.5	C3k_AY589737
826	denovo428	97.88	2	1	3	283	1351.5	C15_AY239369;C15.22_KC597695
827	denovo734	98.23	0	2	3	283	1351.5	C3k_AY589737
828	denovo884	97.89	1	2	3	284	1351.5	C15.23_KC597697
829	denovo72	98.58	4	0	0	281	1352	C3_AB778606
830	denovo329	99.28	1	0	1	277	1352.5	C15_AY239369
831	denovo154	98.23	3	2	0	283	1352.5	C15.4_FJ461511;C15.6_FN563472
832	denovo89	98.23	3	2	0	283	1352.5	C1228_EU074883
833	denovo160	97.88	1	1	4	283	1353	C3k_AY589737
834	denovo249	97.88	1	1	4	283	1353	C3_AB778606
835	denovo702	97.88	1	1	4	283	1353	C3k_AY589737
836	denovo120	98.59	0	3	1	283	1354	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
837	denovo478	98.59	0	3	1	283	1354	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
838	denovo834	98.59	0	3	1	283	1354	C15_AY239369;C15.22_KC597695
839	denovo369	98.58	0	3	1	282	1354.5	C3b_AF499791
840	denovo313	99.28	0	1	1	276	1355.5	C21/3d/C3k_AY239372
841	denovo595	98.58	0	2	2	282	1355.5	C3b_AF499791
842	denovo224	99.64	0	1	0	277	1356.5	C3k_AY589737
843	denovo278	98.24	0	2	3	284	1356.5	C15.23_KC597697
844	denovo363	98.23	0	2	3	283	1357	C3_AB778606;C50_AY589755;C1232_EU118163;C1060_DQ480600;C1085_AY624605;C1002_DQ838544
845	denovo843	98.23	4	1	0	283	1357.5	C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
846	denovo314	97.91	4	1	1	287	1357.5	C55_AY589759
847	denovo475	98.23	0	1	4	283	1358	C3_AB778606
848	denovo581	98.23	0	1	4	283	1358	C3k_AY589737
849	denovo901	98.23	0	1	4	283	1358	C3k_AY589737
850	denovo354	98.23	3	1	1	283	1358.5	C15_AY239369;C15.22_KC597695
851	denovo46	98.59	1	2	1	283	1359	C3_AB778606
852	denovo360	98.58	1	1	2	282	1360.5	C3b_AF499791
853	denovo157	98.59	0	2	2	283	1360.5	C3k_AY589737
854	denovo580	98.59	0	2	2	283	1360.5	C3_AB778606
855	denovo662	98.59	3	1	0	283	1361	C15_AY239369;C15.22_KC597695
856	denovo193	98.24	1	1	3	284	1361.5	C1054_AY186565
857	denovo141	99.28	0	0	2	276	1362	C21.12_FJ461514
858	denovo700	98.58	0	1	3	282	1362	C3b_AF499791
859	denovo256	98.23	1	1	3	283	1362	C3k_AY589737
860	denovo380	98.23	1	1	3	283	1362	C3k_AY589737
861	denovo597	98.23	1	1	3	283	1362	C3k_AY589737
862	denovo550	98.58	1	1	2	281	1363	C3.9_FJ461504
863	denovo344	98.59	2	2	0	283	1363	C15.6_FN563472;C15.22_KC597695
864	denovo92	98.59	1	2	1	283	1363.5	C3_AB778606
865	denovo240	98.23	0	1	4	283	1363.5	C3k_AY589737
866	denovo393	98.23	0	1	4	283	1363.5	C3k_AY589737
867	denovo42	98.23	0	1	4	283	1363.5	C42_AY258487
868	denovo654	98.23	0	1	4	283	1363.5	C3_AB778606;C1.7_FJ461494
869	denovo804	98.23	0	1	4	283	1363.5	C3k_AY589737
870	denovo21	99.29	0	1	1	280	1364	C40_AY258485
871	denovo467	99.29	0	1	1	281	1364	C1_JN558041;C1p_GU907652;C1008_DQ480613
872	denovo216	98.59	1	2	1	284	1364	C15.23_KC597697
873	denovo171	99.64	0	1	0	276	1364.5	C21/3d/C3k_AY239372
874	denovo356	98.59	1	2	1	283	1364.5	C15.6_FN563472;C15.22_KC597695
875	denovo422	98.59	1	2	1	283	1364.5	C15.6_FN563472;C15.22_KC597695
876	denovo481	98.59	1	2	1	283	1364.5	C15.6_FN563472;C15.22_KC597695
877	denovo635	98.59	1	2	1	283	1364.5	C15.6_FN563472;C15.22_KC597695
878	denovo546	98.59	0	2	2	283	1366	C15_AY239369;C15.22_KC597695
879	denovo142	98.59	0	1	3	283	1367	C3k_AY589737
880	denovo717	98.59	0	1	3	283	1367	C3_AB778606
881	denovo732	99.29	1	0	1	280	1368.5	C15.23_KC597697
882	denovo582	98.94	0	3	0	283	1368.5	C15_AY239369
883	denovo320	98.94	0	2	1	283	1369.5	C40_AY258485
884	denovo571	99.29	0	1	1	280	1370	C31_AY258496;C31a_AY589746
885	denovo15	98.59	0	2	2	284	1371	C15.23_KC597697
886	denovo153	98.59	0	2	2	284	1371	C15.23_KC597697
887	denovo76	98.26	0	2	3	287	1371.5	G3.1_KC597688
888	denovo810	98.59	0	1	3	283	1372.5	C3k_AY589737
889	denovo910	98.59	0	1	3	283	1372.5	C3k_AY589737
890	denovo174	98.94	1	2	0	283	1373.5	C15_AY239369;C15.22_KC597695
891	denovo794	98.94	1	2	0	283	1373.5	C15_AY239369;C15.22_KC597695
892	denovo866	98.94	1	2	0	283	1373.5	C1d_AY258488
893	denovo789	98.94	0	2	1	284	1374.5	C15.23_KC597697
894	denovo167	98.94	0	2	1	283	1375	C3.10_FJ461505
895	denovo811	98.94	0	2	1	283	1375	C15.6_FN563472;C15.22_KC597695
896	denovo861	98.94	0	1	2	283	1376	C29_AY258494
897	denovo29	98.94	0	1	2	282	1376.5	C3b_AF499791
898	denovo370	98.95	0	3	0	287	1377.5	C55_AY589759
899	denovo484	98.94	2	1	0	283	1378.5	C15.6_FN563472;C15.22_KC597695
900	denovo388	98.59	0	0	4	283	1379	C93_AJ621536
901	denovo10	98.94	1	1	1	283	1380	C15a_AY258476;C15_AY239369
902	denovo827	98.94	0	2	1	284	1380	C15.23_KC597697
903	denovo245	98.94	0	1	2	283	1381.5	C3_AB778606
904	denovo691	98.94	0	1	2	283	1381.5	C3k_AY589737
905	denovo814	98.94	0	1	2	283	1381.5	C3k_AY589737
906	denovo99	99.65	1	0	0	282	1382	C15_AY239369
907	denovo161	98.94	0	0	3	282	1383	C3b_AF499791
908	denovo657	98.94	3	0	0	283	1383	C15.22_KC597695
909	denovo228	98.61	2	2	0	287	1383	G100_AB253788
910	denovo156	98.94	2	1	0	284	1383.5	C15.23_KC597697
911	denovo6	99.29	0	2	0	283	1384	C1d_AY258488
912	denovo695	99.29	0	2	0	283	1384	C3_AB778606
913	denovo806	99.29	0	2	0	283	1384	C15_AY239369;C15.22_KC597695
914	denovo404	99.64	0	1	0	280	1384.5	C31.2_JF683332
915	denovo392	99.29	0	1	1	283	1385	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
916	denovo406	98.15	1	3	2	324	1385.5	C49_AY589754
917	denovo693	99.29	1	1	0	283	1389	C3.10_FJ461505
918	denovo207	99.64	0	0	1	280	1391	C31_AY258496
919	denovo823	99.29	1	0	1	283	1395.5	C3_AB778606;C3e_AF499793
920	denovo83	99.65	0	1	0	283	1399.5	C1_JN558041
921	denovo880	99.65	0	1	0	283	1399.5	C1d_AY258488
922	denovo686	99.65	0	1	0	284	1404.5	C15.23_KC597697
923	denovo335	100	0	0	0	283	1415	C15_AY239369
924	denovo202	99.66	0	1	0	294	1454.5	F1_JN558066
